ResponseId	MainBranch	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	Country	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysProfessional use	OpSysPersonal use	VersionControlSystem	VCInteraction	VCHostingPersonal use	VCHostingProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	Blockchain	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Onboarding	ProfessionalTech	TrueFalse_1	TrueFalse_2	TrueFalse_3	SurveyLength	SurveyEase	Annual_Salary_USD
45150	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Written-based Online Courses	Other	11.0	11	Developer, front-end	10 to 19 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	130000.0	Yearly	JavaScript;Ruby;TypeScript	JavaScript;Ruby;TypeScript	Cloud Firestore;PostgreSQL;Redis	Cloud Firestore;PostgreSQL;Redis	AWS;Heroku	AWS;Heroku	React.js;Ruby on Rails	Gatsby;React.js;Ruby on Rails			npm;Yarn		Visual Studio Code	Visual Studio Code	macOS	macOS	Git	Code editor;Command-line;Version control hosting service web GUI			Jira Work Management	Jira Work Management	Slack	Slack	Unfavorable	Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	No, not really	35-44 years old	Woman	No		White	None of the above	Prefer not to say	Yes	Independent contributor	11.0	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	Strongly agree	3-5 times a week	3-5 times a week	3-5 times a week	30-60 minutes a day	15-30 minutes a day	Just right	None of these	No	No	Yes	Appropriate in length	Easy	101509.0
46248	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training	Technical documentation;Blogs;Written Tutorials;Online books		12.0	5	Developer, back-end;Cloud infrastructure engineer	10,000 or more employees	I have some influence		Canada	"CAD	Canadian dollar"	130000.0	Yearly	Bash/Shell;Python	Clojure;Elixir;Erlang;Haskell;LISP	MongoDB		AWS;Google Cloud;Microsoft Azure;OpenStack		Flask				Docker;Kubernetes;Terraform	Docker;Kubernetes;Terraform	Emacs;IntelliJ;PyCharm;Visual Studio;Visual Studio Code	Emacs;PyCharm	Linux-based	Linux-based	Git	Command-line			Confluence;Jira Work Management		Google Chat;Microsoft Teams;Slack	Slack	Unfavorable	Stack Overflow	Less than once per month or monthly	Yes	Less than once per month or monthly	No, not at all	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	5.0	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Neither agree nor disagree	1-2 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Just right	Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Appropriate in length	Neither easy nor difficult	101509.0
47182	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)			16.0	12	Developer, full-stack;Other (please specify):;Senior Executive (C-Suite, VP, etc.)	2 to 9 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	130000.0	Yearly	JavaScript;Kotlin;Ruby;TypeScript	Kotlin;TypeScript	PostgreSQL;Redis	PostgreSQL;Redis	AWS;Heroku		Next.js;Node.js;React.js;Ruby on Rails	Next.js;Node.js;React.js;Svelte;Vue.js			Docker;Homebrew;npm;Terraform;Yarn	Homebrew;npm;Terraform	IntelliJ;Visual Studio Code	Visual Studio Code	macOS	macOS;Windows	Git	Command-line			Confluence;Jira Work Management;Notion	Airtable;Notion	Slack;Zoom	Slack;Zoom	Unfavorable	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	People manager	12.0	Strongly agree	Disagree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	Less than 15 minutes a day	Less than 15 minutes a day	Somewhat short	None of these	Yes	Yes	Yes	Too short	Neither easy nor difficult	101509.0
50897	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos	Udemy	34.0	33	Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test	1,000 to 4,999 employees	I have some influence	Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	130000.0	Yearly	Bash/Shell;C++;Python	Bash/Shell;C++;JavaScript;Python									Docker	Docker;Kubernetes;npm	Emacs	Emacs	Linux-based	Linux-based	Git	Code editor;Command-line			Confluence;Jira Work Management		Google Chat	Google Chat	Very unfavorable	Stack Overflow	Daily or almost daily	No		No, not really	55-64 years old	Man	No	Straight / Heterosexual	North American			No																				Appropriate in length	Easy	101509.0
60669	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague	Technical documentation;Blogs;Interactive tutorial		25.0	22	Developer, full-stack	20 to 99 employees	I have a great deal of influence	Start a free trial;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C#;SQL	C#;TypeScript	Microsoft SQL Server;Redis;SQLite		Heroku;Microsoft Azure	Microsoft Azure	ASP.NET Core ;React.js	ASP.NET Core ;Svelte	.NET	.NET;Ionic	Yarn	Terraform	Rider;Visual Studio;Webstorm	Rider;Visual Studio;Webstorm	Linux-based;Windows	Windows	Git	Command-line;Dedicated version control GUI application			Confluence;Jira Work Management;Stack Overflow for Teams;Trello	Stack Overflow for Teams	Google Chat;Microsoft Teams;Slack;Zoom	Google Chat;Slack	Favorable	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow	A few times per week	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	People manager	23.0	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	1-2 times a week	3-5 times a week	Never	30-60 minutes a day	30-60 minutes a day	Just right	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	No	Yes	Appropriate in length	Neither easy nor difficult	101509.0
61289	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Coding Bootcamp			6.0	5	Developer, back-end	20 to 99 employees	I have some influence	Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C#;HTML/CSS;Java;Kotlin;SQL;TypeScript	C#;Kotlin;Rust;SQL	Microsoft SQL Server;PostgreSQL	PostgreSQL;Redis	AWS;Microsoft Azure	AWS;Linode;Microsoft Azure	Angular;ASP.NET Core ;React.js	Svelte			Docker;Terraform	Docker;Kubernetes;Terraform	IntelliJ;Neovim	IntelliJ;Neovim	macOS	Linux-based	Git	Command-line			Jira Work Management	Confluence;Jira Work Management	Microsoft Teams;Slack;Zoom	Slack	Unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	North American	None of the above	None of the above	Yes	Independent contributor	5.0	Strongly agree	Disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	15-30 minutes a day	Just right	Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Appropriate in length	Easy	101509.0
63511	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc)			5.0	5	Developer, back-end	5,000 to 9,999 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me	Canada	"CAD	Canadian dollar"	130000.0	Yearly	Go;Python	Erlang;Rust;Swift	MySQL;Redis	Cassandra;DynamoDB	AWS;Google Cloud	AWS;Google Cloud					Docker;Kubernetes;Terraform	Ansible;Docker;Kubernetes;Terraform	Sublime Text;Visual Studio Code	GoLand;Sublime Text;Visual Studio Code;Xcode	Linux-based	Linux-based	Git	Command-line;Version control hosting service web GUI			Confluence;Jira Work Management	Confluence;Jira Work Management	Microsoft Teams;Slack	Microsoft Teams;Slack	Favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Not sure/can't remember		No, not really	25-34 years old	Man	No	Straight / Heterosexual	Middle Eastern	None of the above	None of the above	Yes	Independent contributor	7.0	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Never	1-2 times a week	1-2 times a week	60-120 minutes a day	60-120 minutes a day	Somewhat long	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	Yes	Yes	Appropriate in length	Easy	101509.0
63746	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Associate degree (A.A., A.S., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Coding sessions (live or recorded)		6.0	4	Developer, full-stack	20 to 99 employees	I have some influence	Start a free trial	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C;HTML/CSS;Python;Rust;SQL;TypeScript	C;HTML/CSS;Python;Rust;SQL;TypeScript	MySQL;Redis;SQLite	MySQL;Redis;SQLite	AWS;Firebase		Django;Node.js;React.js	Django;React.js			Homebrew;npm		Neovim;Vim	Neovim;Vim	macOS	Linux-based;Windows	Git	Command-line;Version control hosting service web GUI			Confluence;Stack Overflow for Teams	Confluence;Stack Overflow for Teams	Slack	Slack	Indifferent	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not really	18-24 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above	Yes	Independent contributor	4.0	Strongly agree	Disagree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Just right	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	No	Yes	Appropriate in length	Easy	101509.0
63803	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Other doctoral degree (Ph.D., Ed.D., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Written Tutorials;Stack Overflow		23.0	8	Academic researcher;Scientist	100 to 499 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C++;F#;Python	C#;F#;Haskell;Julia;Python;Rust							.NET;NumPy;Pandas;Scikit-learn		Docker;Homebrew		IPython/Jupyter;Neovim;Visual Studio;Visual Studio Code			macOS;Windows Subsystem for Linux (WSL)	Git	Code editor;Command-line;Version control hosting service web GUI			Jira Work Management		Microsoft Teams		Very unfavorable	Stack Overflow	A few times per month or weekly	No		No, not at all	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	10.0	Strongly agree	Strongly agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	1-2 times a week	1-2 times a week	1-2 times a week	Less than 15 minutes a day	Less than 15 minutes a day	Somewhat long	Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	Yes	No	Appropriate in length	Neither easy nor difficult	101509.0
66814	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Certification videos	Udemy	30.0	20	DevOps specialist	10 to 19 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	130000.0	Yearly	Java;PHP	Java;JavaScript	Microsoft SQL Server;PostgreSQL	MariaDB;MongoDB	VMware	Google Cloud			Spring				IntelliJ;Notepad++	IntelliJ;Visual Studio Code	macOS;Windows;Windows Subsystem for Linux (WSL)	macOS	Git	Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application			Confluence;Wrike		Microsoft Teams;Slack	Slack	Unsure	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above	Yes	Independent contributor	20.0	Agree	Strongly disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	1-2 times a week	1-2 times a week	1-2 times a week	Over 120 minutes a day	15-30 minutes a day	Somewhat long	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery	Yes	Yes	Yes	Appropriate in length	Easy	101509.0
66895	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media			43.0	34	Engineer, data;Developer, full-stack;Senior Executive (C-Suite, VP, etc.)	100 to 499 employees	I have a great deal of influence	Start a free trial	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C#;Delphi	C#;Delphi	MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite	MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite			jQuery	jQuery			Docker		RAD Studio (Delphi, C++ Builder);Visual Studio	RAD Studio (Delphi, C++ Builder);Visual Studio	Windows	Windows	Git	Dedicated version control GUI application					Cisco Webex Teams;Microsoft Teams	Microsoft Teams	Favorable	Collectives on Stack Overflow	A few times per week	No		No, not really	55-64 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	No																				Appropriate in length	Easy	101509.0
67728	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Certification videos	Other	20.0	11	Developer, back-end	100 to 499 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	130000.0	Yearly	C#;HTML/CSS;JavaScript;PHP;SQL	HTML/CSS;PHP;SQL	Microsoft SQL Server;MySQL;PostgreSQL	MySQL;PostgreSQL	AWS		jQuery;Laravel;Symfony	Symfony	.NET		Docker	Docker	PhpStorm;Visual Studio;Visual Studio Code	Visual Studio Code	Linux-based;macOS	Linux-based	Git	Code editor;Command-line			Asana;Confluence;Microsoft Planner;Microsoft Lists	Asana;Confluence	Microsoft Teams;Zoom	Zoom	Favorable	Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per month or weekly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;North American	I am deaf / hard of hearing	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes	Independent contributor	11.0	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	Never	Less than 15 minutes a day	Less than 15 minutes a day	Just right	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing	No	Yes	Yes	Appropriate in length	Easy	101509.0
68261	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification	Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses	Udemy	12.0	10	Developer, front-end;Developer, full-stack;Developer, back-end	20 to 99 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	130000.0	Yearly	HTML/CSS;JavaScript;SQL;TypeScript	HTML/CSS;JavaScript;Rust;SQL;TypeScript	MongoDB;PostgreSQL;Redis	MongoDB;PostgreSQL;Redis	AWS;Firebase	AWS;Firebase	Angular;Express;Node.js;React.js	Angular;Deno;Node.js;React.js;Svelte			Docker;npm;Yarn	Docker;npm;Yarn	Sublime Text;Visual Studio Code	Sublime Text;Visual Studio Code	Linux-based;macOS	Linux-based	Git	Code editor;Command-line			Confluence;Jira Work Management	Jira Work Management	Slack;Zoom	Slack;Zoom	Indifferent	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Neutral	35-44 years old	Man	No	Straight / Heterosexual	Hispanic or Latino/a	None of the above	None of the above	No																				Appropriate in length	Easy	101509.0
68541	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Coding Bootcamp;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Coding sessions (live or recorded)		12.0	7	Engineer, data	10,000 or more employees	I have little or no influence		Canada	"CAD	Canadian dollar"	130000.0	Yearly	Go;Python;Ruby;Scala;SQL	Rust	Elasticsearch;MySQL;PostgreSQL		Google Cloud		Ruby on Rails		Apache Kafka;Apache Spark		Docker;Homebrew;Kubernetes;npm;Yarn		Emacs;Vim;Visual Studio Code		macOS	macOS	Git	Command-line					Google Chat;Slack		Very unfavorable	Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	No																				Too long	Easy	101509.0
68721	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Fully remote	Hobby;Bootstrapping a business	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses		7.0		Designer	1,000 to 4,999 employees	I have little or no influence	Start a free trial	Canada	"CAD	Canadian dollar"	130000.0	Yearly	HTML/CSS;JavaScript;Python	HTML/CSS;JavaScript;Python	PostgreSQL	PostgreSQL	DigitalOcean	DigitalOcean	Django;Nuxt.js;Vue.js	Django;Nuxt.js;Vue.js	Qt		Docker;Unreal Engine	Docker;Unreal Engine	Qt Creator;Visual Studio Code	Visual Studio Code	Linux-based;Windows	Linux-based;Windows	Git	Code editor			Confluence;Jira Work Management		Google Chat;Zoom		Indifferent	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	European	None of the above	None of the above	No																				Appropriate in length	Easy	101509.0
37599	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Interactive tutorial	Pluralsight;Other	22.0	18	Developer, back-end	10,000 or more employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit	Canada	"CAD	Canadian dollar"	129500.0	Yearly	C#;SQL	C#;Go;SQL	Microsoft SQL Server	DynamoDB;Microsoft SQL Server;PostgreSQL	Microsoft Azure	AWS;Microsoft Azure	ASP.NET Core 	ASP.NET Core 	.NET	.NET	Docker	Docker	Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio;Visual Studio Code	Windows	Windows	Git	Code editor;Version control hosting service web GUI			Stack Overflow for Teams		Microsoft Teams;Zoom	Microsoft Teams;Zoom	Indifferent	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	South American	None of the above	None of the above	Yes	Independent contributor	18.0	Strongly agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Never	1-2 times a week	1-2 times a week	Less than 15 minutes a day	30-60 minutes a day	Just right	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	Yes	Yes	Appropriate in length	Easy	101119.0
27494	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc)			30.0	22	Other (please specify):	100 to 499 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	129000.0	Yearly	Bash/Shell;Java;JavaScript;PHP;Python;SQL	Bash/Shell;Java;JavaScript;SQL	MongoDB;MySQL;Oracle;Redis;SQLite	MongoDB;Oracle;PostgreSQL;Firebase Realtime Database;SQLite			Express;jQuery;Node.js;React.js	Next.js;Node.js;React.js	Spring	React Native;Spring	Docker;npm	Ansible;Docker;npm;Terraform;Unity 3D	Atom;IntelliJ;Nano;Notepad++;PhpStorm;Visual Studio Code	IntelliJ;Nano;Notepad++;Visual Studio Code	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Git	Code editor;Command-line;Version control hosting service web GUI			Confluence;Jira Work Management;Microsoft Lists	Confluence;Jira Work Management	Microsoft Teams;Slack	Slack	Indifferent	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	35-44 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above	Yes	Independent contributor	21.0	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	6-10 times a week	6-10 times a week	3-5 times a week	30-60 minutes a day	30-60 minutes a day	Somewhat long	Continuous integration (CI) and (more often) continuous delivery	Yes	Yes	Yes	Appropriate in length	Easy	100729.0
1120	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Programming Games;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges)		25.0	11	Developer, game or graphics;Senior Executive (C-Suite, VP, etc.)	20 to 99 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit	Canada	"USD	United States dollar"	100000.0	Yearly	C#;PowerShell	C#;PowerShell;Python;Rust	SQLite	SQLite					.NET	.NET;NumPy;Pandas;TensorFlow;Torch/PyTorch	Docker;Unity 3D	Unity 3D;Unreal Engine	Visual Studio Code	Visual Studio Code	Windows	Windows	Git	Code editor;Command-line			Notion;Trello	Notion	Google Chat;Slack;Zoom	Google Chat;Zoom	Very unfavorable	Stack Overflow	Multiple times per day	No		No, not at all	35-44 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	I have an anxiety disorder	Yes	People manager	11.0	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	1-2 times a week	10+ times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Somewhat long	Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	Yes	No	Appropriate in length	Easy	100000.0
2316	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects	Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum);Other (please specify):	Technical documentation;Written Tutorials;Stack Overflow;Written-based Online Courses		15.0	6	Developer, desktop or enterprise applications	10 to 19 employees	I have little or no influence	Read ratings or reviews on third party sites like G2Crowd	Canada	"USD	United States dollar"	100000.0	Yearly	Ruby;Rust	Rust					Ruby on Rails				Docker;npm	Docker	Visual Studio Code	Visual Studio Code	Windows	Windows	Git	Code editor;Command-line			Notion	Notion	Zoom	Zoom	Unfavorable	Stack Overflow	Less than once per month or monthly	No		No, not at all	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	7.0	Agree	Strongly disagree	Agree	Agree	Agree	Strongly disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	Never	Less than 15 minutes a day	Less than 15 minutes a day	Somewhat short	Continuous integration (CI) and (more often) continuous delivery;Automated testing	No	No	Yes	Appropriate in length	Easy	100000.0
